NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL,TimPreAdj,TimTran
268,857,50,2.43,1,,,11,3632,340,290.0,0,898,4057,26.36,0.0,257,23.36,0.696,0.973,0.862,247,666,47,0.506,202,87,0.08,12,5,203,0.664,1.172
224,857,50,2.42,1,,,12,4194,404,248.0,0,1042,4662,20.67,0.0,212,17.67,0.696,0.973,0.862,247,731,45,0.498,202,79,0.07,10,4,203,0.694,1.288
224,857,50,2.36,1,,,12,3708,370,248.0,0,887,4162,20.67,0.0,212,17.67,0.696,0.973,0.862,247,669,44,0.588,202,77,0.08,12,5,203,0.764,1.152
213,857,50,2.64,1,,,11,4457,433,235.0,0,1140,4922,21.36,0.0,202,18.36,0.696,0.973,0.862,247,771,44,0.608,202,73,0.06,9,4,203,0.746,1.317
224,857,50,2.41,1,,,12,4194,404,248.0,0,1042,4662,20.67,0.0,212,17.67,0.696,0.973,0.862,247,731,45,0.537,202,79,0.07,10,4,203,0.677,1.234
224,857,50,2.49,1,,,12,3637,340,248.0,0,892,4061,20.67,0.0,212,17.67,0.696,0.973,0.862,247,633,45,0.547,202,79,0.08,10,5,203,0.746,1.276
224,857,50,1.92,1,,,12,3571,324,248.0,0,902,3988,20.67,0.0,212,17.67,0.696,0.973,0.862,247,600,45,0.443,202,87,0.09,10,5,203,0.556,0.953
213,857,50,2.67,1,,,11,4177,402,235.0,0,1070,4611,21.36,0.0,202,18.36,0.696,0.973,0.862,247,754,44,0.514,202,73,0.06,9,3,203,0.648,1.429
224,857,50,2.65,1,,,12,4218,416,248.0,0,1052,4663,20.67,0.0,212,17.67,0.696,0.973,0.862,247,755,44,0.605,202,73,0.06,8,3,203,0.783,1.334
224,857,50,2.82,1,,,12,3940,375,248.0,0,939,4401,20.67,0.0,212,17.67,0.696,0.973,0.862,247,711,45,0.683,202,75,0.07,12,5,203,0.86,1.396
224,857,50,2.07,1,,,12,3060,278,248.0,0,748,3446,20.67,0.0,212,17.67,0.696,0.973,0.862,247,507,45,0.535,202,51,0.06,12,5,203,0.639,1.012
224,857,50,2.32,1,,,12,3737,343,248.0,0,939,4151,20.67,0.0,212,17.67,0.696,0.973,0.862,247,626,45,0.449,202,85,0.08,9,4,203,0.629,1.193
224,857,50,2.15,1,,,12,3737,343,248.0,0,939,4151,20.67,0.0,212,17.67,0.696,0.973,0.862,247,626,45,0.438,202,85,0.08,9,4,203,0.571,1.144
224,857,50,2.46,1,,,12,4194,404,248.0,0,1042,4662,20.67,0.0,212,17.67,0.696,0.973,0.862,247,731,45,0.553,202,79,0.07,10,4,203,0.704,1.243
268,857,50,2.1,1,,,11,3665,351,290.0,0,909,4090,26.36,0.0,257,23.36,0.696,0.973,0.862,247,666,47,0.536,202,87,0.08,11,4,203,0.662,1.019
213,857,50,2.59,1,,,11,4457,433,235.0,0,1140,4922,21.36,0.0,202,18.36,0.696,0.973,0.862,247,771,44,0.52,202,71,0.06,9,4,203,0.687,1.44
224,857,50,2.62,1,,,12,4194,404,248.0,0,1042,4662,20.67,0.0,212,17.67,0.696,0.973,0.862,247,731,45,0.58,202,79,0.07,10,4,203,0.777,1.301
268,857,50,2.52,1,,,11,3665,351,290.0,0,909,4090,26.36,0.0,257,23.36,0.696,0.973,0.862,247,666,47,0.611,202,87,0.08,11,4,203,0.766,1.265
224,857,50,2.53,1,,,12,4194,404,248.0,0,1042,4662,20.67,0.0,212,17.67,0.696,0.973,0.862,247,731,45,0.57,202,79,0.07,10,4,203,0.691,1.347
224,857,50,2.28,1,,,12,3951,375,248.0,0,939,4419,20.67,0.0,212,17.67,0.696,0.973,0.862,247,693,45,0.539,202,77,0.07,13,5,203,0.665,1.148
268,857,50,2.6,1,,,11,3665,351,290.0,0,909,4090,26.36,0.0,257,23.36,0.696,0.973,0.862,247,666,47,0.66,202,87,0.08,11,4,203,0.881,1.281
224,857,50,2.31,1,,,12,3893,372,248.0,0,927,4354,20.67,0.0,212,17.67,0.696,0.973,0.862,247,702,45,0.497,202,79,0.08,12,5,203,0.605,1.271
268,857,50,2.32,1,,,11,3665,351,290.0,0,909,4090,26.36,0.0,257,23.36,0.696,0.973,0.862,247,666,47,0.558,202,87,0.08,11,4,203,0.685,1.219
213,857,50,2.91,1,,,11,4457,433,235.0,0,1140,4922,21.36,0.0,202,18.36,0.696,0.973,0.862,247,771,44,0.652,202,71,0.06,9,4,203,0.816,1.616
213,857,50,2.89,1,,,11,4104,389,235.0,0,1043,4540,21.36,0.0,202,18.36,0.696,0.973,0.862,247,730,44,0.573,202,73,0.06,11,4,203,0.823,1.557
224,857,50,2.66,1,,,12,4850,480,248.0,0,1221,5365,20.67,0.0,212,17.67,0.696,0.973,0.862,247,805,45,0.615,202,89,0.07,8,3,203,0.794,1.381
224,857,50,2.6,1,,,12,4624,458,248.0,0,1161,5126,20.67,0.0,212,17.67,0.696,0.973,0.862,247,598,45,0.486,202,69,0.05,8,4,203,0.635,1.37
224,857,50,2.56,1,,,12,3951,375,248.0,0,939,4419,20.67,0.0,212,17.67,0.696,0.973,0.862,247,693,45,0.625,202,73,0.07,13,5,203,0.761,1.282
224,857,50,2.4,1,,,12,3940,375,248.0,0,939,4401,20.67,0.0,212,17.67,0.696,0.973,0.862,247,711,45,0.531,202,75,0.07,12,5,203,0.66,1.237
224,857,50,2.4,1,,,12,3940,375,248.0,0,939,4401,20.67,0.0,212,17.67,0.696,0.973,0.862,247,711,45,0.653,202,79,0.08,12,5,203,0.84,1.125
