NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL,TimPreAdj,TimTran
,442,20,0.3,0,,,0,68,3,,,14,75,,,,,0.4,0.412,0.161,73,,,0.002,202,0,0.0,8,4,70,0.019,0.255
,730,68,0.65,0,,,0,192,14,,,39,223,,,,,0.56,0.681,0.548,210,,,0.006,202,0,0.0,19,9,189,0.065,0.49
,896,94,1.14,0,,,0,601,74,,,90,690,,,,,0.64,0.836,0.758,617,,,0.037,202,0,0.0,23,15,265,0.117,0.883
6,1010,110,1.35,0,,,1,1320,160,8.0,0,220,1506,8.0,0.0,5,5.0,0.72,0.942,0.887,710,8,7,0.064,202,13,0.05,26,17,330,0.165,0.997
,896,94,0.98,0,,,0,601,74,,,90,690,,,,,0.64,0.836,0.758,617,,,0.024,202,0,0.0,23,15,265,0.063,0.795
,730,68,0.5,0,,,0,192,14,,,39,223,,,,,0.56,0.681,0.548,210,,,0.005,202,0,0.0,19,9,189,0.022,0.431
,892,94,0.98,0,,,0,565,74,,,78,654,,,,,0.64,0.832,0.758,581,,,0.012,202,0,0.0,23,15,262,0.084,0.774
,586,44,0.38,0,,,0,147,13,,,31,166,,,,,0.64,0.547,0.355,154,,,0.002,202,0,0.0,11,6,142,0.024,0.304
,892,94,1.11,0,,,0,565,74,,,78,654,,,,,0.64,0.832,0.758,581,,,0.026,202,0,0.0,23,15,262,0.061,0.887
,623,34,0.43,0,,,0,107,11,,,19,121,,,,,0.44,0.581,0.274,111,,,0.005,202,0,0.0,12,5,105,0.049,0.319
,730,68,0.5,0,,,0,192,14,,,39,223,,,,,0.56,0.681,0.548,210,,,0.026,202,0,0.0,19,9,189,0.057,0.407
,882,90,1.02,0,,,0,530,73,,,63,617,,,,,0.52,0.823,0.726,545,,,0.006,202,0,0.0,23,15,248,0.043,0.847
,586,44,0.49,0,,,0,150,14,,,32,169,,,,,0.64,0.547,0.355,156,,,0.019,202,0,0.0,10,6,142,0.037,0.357
,807,82,0.69,0,,,0,239,25,,,41,277,,,,,0.52,0.753,0.661,253,,,0.006,202,0,0.0,16,8,228,0.049,0.543
,730,68,0.51,0,,,0,192,14,,,39,223,,,,,0.56,0.681,0.548,210,,,0.021,202,0,0.0,19,9,189,0.057,0.388
,586,44,0.42,0,,,0,150,14,,,32,169,,,,,0.64,0.547,0.355,156,,,0.008,202,0,0.0,10,6,142,0.02,0.357
,586,44,0.52,0,,,0,150,14,,,32,169,,,,,0.64,0.547,0.355,156,,,0.014,202,0,0.0,10,6,142,0.05,0.43
,819,82,0.81,0,,,0,263,25,,,53,301,,,,,0.56,0.764,0.661,277,,,0.006,202,0,0.0,21,11,230,0.075,0.637
,804,82,0.64,0,,,0,232,25,,,40,271,,,,,0.52,0.75,0.661,247,,,0.003,202,0,0.0,17,8,225,0.024,0.568
,586,44,0.52,0,,,0,150,14,,,32,169,,,,,0.64,0.547,0.355,156,,,0.012,202,0,0.0,10,6,142,0.051,0.406
6,628,38,0.68,0,,,1,231,22,8.0,0,46,265,8.0,0.0,5,5.0,0.48,0.586,0.306,127,8,7,0.055,202,0,0.0,13,6,121,0.087,0.484
,442,20,0.34,0,,,0,68,3,,,14,75,,,,,0.4,0.412,0.161,73,,,0.003,202,0,0.0,8,4,70,0.03,0.296
,882,90,1.13,0,,,0,530,73,,,63,617,,,,,0.52,0.823,0.726,545,,,0.028,202,0,0.0,19,13,248,0.122,0.855
,586,44,0.54,0,,,0,150,14,,,32,169,,,,,0.64,0.547,0.355,156,,,0.002,202,0,0.0,10,6,142,0.04,0.461
,892,94,1.18,0,,,0,565,74,,,78,654,,,,,0.64,0.832,0.758,581,,,0.015,202,0,0.0,23,15,262,0.064,0.989
,819,82,0.63,0,,,0,263,25,,,53,301,,,,,0.56,0.764,0.661,277,,,0.003,202,0,0.0,16,8,230,0.055,0.501
,442,20,0.36,0,,,0,68,3,,,14,75,,,,,0.4,0.412,0.161,73,,,0.009,202,0,0.0,8,4,70,0.024,0.297
,442,20,0.34,0,,,0,68,3,,,14,75,,,,,0.4,0.412,0.161,73,,,0.015,202,0,0.0,8,4,70,0.026,0.282
,730,68,0.64,0,,,0,192,14,,,39,223,,,,,0.56,0.681,0.548,210,,,0.002,202,0,0.0,19,9,189,0.052,0.476
6,628,38,0.6,0,,,1,231,22,8.0,0,46,265,8.0,0.0,5,5.0,0.48,0.586,0.306,127,8,7,0.033,202,0,0.0,13,6,121,0.08,0.434
