NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
2346,10,8,30.37,0,,,69
2415,5,2,30.35,0,,,69
2346,10,8,30.36,0,,,69
2346,10,8,30.34,0,,,69
2346,5,2,30.34,0,,,68
2346,5,2,30.33,0,,,68
2346,5,2,30.34,0,,,68
2346,10,8,30.34,0,,,69
2346,10,8,30.34,0,,,69
2346,5,2,30.26,0,,,68
2346,5,2,30.35,0,,,68
2346,10,8,30.34,0,,,69
2415,5,2,30.35,0,,,69
2346,5,2,30.32,0,,,68
2346,10,8,30.36,0,,,69
2346,5,2,30.3,0,,,68
2415,5,2,30.36,0,,,69
2346,5,2,30.34,0,,,68
2346,10,8,30.35,0,,,69
2346,10,8,30.36,0,,,69
2415,3,0,30.35,0,,,69
2346,5,2,30.35,0,,,68
2346,5,2,30.29,0,,,68
2415,5,2,30.35,0,,,69
2346,5,2,30.3,0,,,68
2346,5,2,30.34,0,,,68
2346,5,2,30.34,0,,,68
2415,5,2,30.32,0,,,69
2415,5,2,30.33,0,,,69
2415,5,2,30.36,0,,,69
