NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
1056,5491,413,26.28,1,535,337,257
1056,5491,413,23.53,1,535,337,257
1056,5491,413,23.13,1,535,337,257
1056,5491,413,23.64,1,535,337,257
1056,5491,413,23.92,1,535,337,257
1056,5491,413,23.36,1,535,337,257
1056,5491,413,25.4,1,535,337,257
1056,5491,413,25.58,1,535,337,257
1056,5491,413,24.31,1,535,337,257
1056,5491,413,25.25,1,535,337,257
