NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
430,1266,338,6.55,1,87,62,179
430,1266,338,6.1,1,87,62,179
430,1266,338,6.34,1,87,62,179
430,1266,338,6.26,1,87,62,179
430,1266,338,6.21,1,87,62,179
430,1266,338,6.51,1,87,62,179
430,1266,338,6.38,1,87,62,179
430,1266,338,6.47,1,87,62,179
430,1266,338,6.15,1,87,62,179
430,1266,338,6.32,1,87,62,179
