NoAffS,VL,VC,Time,Result
15,660,2264,30.47,0
15,660,2264,30.38,0
15,660,2264,30.54,0
15,660,2264,30.54,0
15,660,2264,30.4,0
15,660,2264,30.4,0
15,660,2264,30.4,0
15,660,2264,30.47,0
15,660,2264,30.4,0
15,660,2264,30.37,0
15,660,2264,30.42,0
15,660,2264,30.42,0
15,660,2264,30.42,0
15,660,2264,30.39,0
15,660,2264,30.47,0
15,660,2264,30.55,0
15,660,2264,30.39,0
15,660,2264,30.39,0
15,660,2264,30.61,0
15,660,2264,30.44,0
15,660,2264,30.4,0
15,660,2264,30.38,0
15,660,2264,30.69,0
15,660,2264,30.36,0
15,660,2264,30.85,0
15,660,2264,30.39,0
15,660,2264,30.42,0
15,660,2264,30.7,0
15,660,2264,30.37,0
15,660,2264,30.88,0
