NoAffS,VL,VC,Time,Result
35,660,2264,24.87,1
35,660,2264,24.39,1
35,660,2264,24.93,1
35,660,2264,25.95,1
35,660,2264,24.06,1
35,660,2264,24.01,1
35,660,2264,24.48,1
35,660,2264,25.66,1
35,660,2264,23.9,1
35,660,2264,24.14,1
35,660,2264,25.75,1
35,660,2264,25.12,1
35,660,2264,24.75,1
35,660,2264,24.56,1
35,660,2264,25.59,1
35,660,2264,25.31,1
35,660,2264,24.41,1
35,660,2264,25.86,1
35,660,2264,25.19,1
35,660,2264,25.06,1
35,660,2264,25.5,1
35,660,2264,24.94,1
35,660,2264,25.04,1
35,660,2264,24.79,1
35,660,2264,25.29,1
35,660,2264,25.16,1
35,660,2264,24.67,1
35,660,2264,24.3,1
35,660,2264,25.32,1
35,660,2264,25.06,1
