NoAffS,VL,VC,Time,Result
15,660,2264,27.45,0
15,660,2264,26.63,0
15,660,2264,27.33,0
15,660,2264,27.18,0
15,660,2264,26.55,0
15,660,2264,27.41,0
15,660,2264,26.57,0
15,660,2264,27.25,0
15,660,2264,27.09,0
15,660,2264,27.16,0
15,660,2264,26.46,0
15,660,2264,27.26,0
15,660,2264,26.4,0
15,660,2264,26.65,0
15,660,2264,26.22,0
15,660,2264,26.31,0
15,660,2264,27.19,0
15,660,2264,26.74,0
15,660,2264,26.68,0
15,660,2264,26.37,0
15,660,2264,26.88,0
15,660,2264,27.0,0
15,660,2264,27.03,0
15,660,2264,26.43,0
15,660,2264,27.14,0
15,660,2264,27.11,0
15,660,2264,27.28,0
15,660,2264,26.23,0
15,660,2264,26.63,0
15,660,2264,27.05,0
