NoAffS,VL,VC,Time,Result
38,660,2264,30.57,0
38,660,2264,30.51,0
38,660,2264,30.5,0
38,660,2264,30.54,0
38,660,2264,30.54,0
38,660,2264,30.45,0
38,660,2264,30.53,0
38,660,2264,30.55,0
38,660,2264,30.61,0
38,660,2264,30.54,0
38,660,2264,30.48,0
38,660,2264,30.5,0
38,660,2264,30.5,0
38,660,2264,30.5,0
38,660,2264,30.52,0
38,660,2264,30.45,0
38,660,2264,30.52,0
38,660,2264,30.57,0
38,660,2264,30.42,0
38,660,2264,30.38,0
38,660,2264,30.43,0
38,660,2264,30.55,0
38,660,2264,30.51,0
38,660,2264,30.62,0
38,660,2264,30.62,0
38,660,2264,30.58,0
38,660,2264,30.4,0
38,660,2264,30.52,0
38,660,2264,30.51,0
38,660,2264,30.36,0
