NoAffS,VL,VC,Time,Result
15,660,2264,21.13,1
15,660,2264,20.63,1
15,660,2264,20.72,1
15,660,2264,21.46,1
15,660,2264,20.99,1
15,660,2264,21.27,1
15,660,2264,20.12,1
15,660,2264,20.38,1
15,660,2264,20.48,1
15,660,2264,20.88,1
15,660,2264,20.5,1
15,660,2264,21.03,1
15,660,2264,20.34,1
15,660,2264,21.17,1
15,660,2264,21.18,1
15,660,2264,21.76,1
15,660,2264,20.69,1
15,660,2264,20.5,1
15,660,2264,20.82,1
15,660,2264,20.44,1
15,660,2264,20.99,1
15,660,2264,20.17,1
15,660,2264,20.51,1
15,660,2264,20.17,1
15,660,2264,20.11,1
15,660,2264,20.84,1
15,660,2264,20.54,1
15,660,2264,20.83,1
15,660,2264,20.34,1
15,660,2264,21.01,1
