NoAffS,VL,VC,Time,Result
38,660,2264,30.41,0
38,660,2264,30.39,0
38,660,2264,30.45,0
38,660,2264,30.38,0
38,660,2264,30.38,0
38,660,2264,30.43,0
38,660,2264,30.41,0
38,660,2264,30.42,0
38,660,2264,30.43,0
38,660,2264,30.41,0
38,660,2264,30.45,0
38,660,2264,30.43,0
38,660,2264,30.41,0
38,660,2264,30.41,0
38,660,2264,30.42,0
38,660,2264,30.47,0
38,660,2264,30.46,0
38,660,2264,30.38,0
38,660,2264,30.41,0
38,660,2264,30.41,0
38,660,2264,30.41,0
38,660,2264,30.43,0
38,660,2264,30.36,0
38,660,2264,30.42,0
38,660,2264,30.48,0
38,660,2264,30.41,0
38,660,2264,30.4,0
38,660,2264,30.46,0
38,660,2264,30.38,0
38,660,2264,30.39,0
