NoAffS,VL,VC,Time,Result
46,660,2264,30.42,0
46,660,2264,30.41,0
46,660,2264,30.46,0
46,660,2264,30.37,0
46,660,2264,30.38,0
46,660,2264,30.38,0
46,660,2264,30.39,0
46,660,2264,30.69,0
46,660,2264,30.49,0
46,660,2264,30.43,0
46,660,2264,30.39,0
46,660,2264,30.41,0
46,660,2264,30.47,0
46,660,2264,30.39,0
46,660,2264,30.35,0
46,660,2264,30.46,0
46,660,2264,30.43,0
46,660,2264,30.37,0
46,660,2264,30.41,0
46,660,2264,30.42,0
46,660,2264,30.41,0
46,660,2264,30.45,0
46,660,2264,30.38,0
46,660,2264,30.39,0
46,660,2264,30.35,0
46,660,2264,30.42,0
46,660,2264,30.61,0
46,660,2264,30.41,0
46,660,2264,30.35,0
46,660,2264,30.64,0
