NoAffS,VL,VC,Time,Result
35,660,2264,30.51,0
35,660,2264,30.46,0
35,660,2264,30.48,0
35,660,2264,30.48,0
35,660,2264,30.48,0
35,660,2264,30.49,0
35,660,2264,30.44,0
35,660,2264,30.43,0
35,660,2264,30.48,0
35,660,2264,30.45,0
35,660,2264,30.46,0
35,660,2264,30.48,0
35,660,2264,30.41,0
35,660,2264,30.47,0
35,660,2264,30.49,0
35,660,2264,30.46,0
35,660,2264,30.47,0
35,660,2264,30.47,0
35,660,2264,30.47,0
35,660,2264,30.49,0
35,660,2264,30.47,0
35,660,2264,30.47,0
35,660,2264,30.44,0
35,660,2264,30.48,0
35,660,2264,30.47,0
35,660,2264,30.47,0
35,660,2264,30.46,0
35,660,2264,30.47,0
35,660,2264,30.5,0
35,660,2264,30.44,0
