NoAffS,VL,VC,Time,Result
15,660,2264,22.85,0
15,660,2264,23.85,0
15,660,2264,23.21,0
15,660,2264,23.57,0
15,660,2264,22.8,0
15,660,2264,22.91,0
15,660,2264,23.54,0
15,660,2264,22.75,0
15,660,2264,23.18,0
15,660,2264,22.99,0
15,660,2264,22.7,0
15,660,2264,23.35,0
15,660,2264,22.96,0
15,660,2264,23.58,0
15,660,2264,23.74,0
15,660,2264,22.95,0
15,660,2264,23.27,0
15,660,2264,22.82,0
15,660,2264,23.39,0
15,660,2264,24.53,0
15,660,2264,22.9,0
15,660,2264,24.27,0
15,660,2264,24.17,0
15,660,2264,22.74,0
15,660,2264,22.81,0
15,660,2264,22.88,0
15,660,2264,22.78,0
15,660,2264,23.57,0
15,660,2264,22.83,0
15,660,2264,23.83,0
