NoAffS,VL,VC,Time,Result
15,660,2264,23.9,1
15,660,2264,23.15,1
15,660,2264,23.01,1
15,660,2264,22.95,1
15,660,2264,23.48,1
15,660,2264,23.06,1
15,660,2264,23.77,1
15,660,2264,22.79,1
15,660,2264,23.47,1
15,660,2264,22.89,1
15,660,2264,23.14,1
15,660,2264,23.59,1
15,660,2264,23.46,1
15,660,2264,23.75,1
15,660,2264,23.14,1
15,660,2264,23.34,1
15,660,2264,23.37,1
15,660,2264,23.37,1
15,660,2264,23.54,1
15,660,2264,23.24,1
15,660,2264,23.6,1
15,660,2264,22.85,1
15,660,2264,23.25,1
15,660,2264,23.38,1
15,660,2264,23.23,1
15,660,2264,22.85,1
15,660,2264,23.16,1
15,660,2264,23.67,1
15,660,2264,23.44,1
15,660,2264,23.51,1
