NoAffS,VL,VC,Time,Result
35,660,2264,30.44,0
35,660,2264,30.44,0
35,660,2264,30.43,0
35,660,2264,30.47,0
35,660,2264,30.45,0
35,660,2264,30.46,0
35,660,2264,30.46,0
35,660,2264,30.42,0
35,660,2264,30.45,0
35,660,2264,30.46,0
35,660,2264,30.44,0
35,660,2264,30.4,0
35,660,2264,30.46,0
35,660,2264,30.45,0
35,660,2264,30.44,0
35,660,2264,30.42,0
35,660,2264,30.44,0
35,660,2264,30.43,0
35,660,2264,30.45,0
35,660,2264,30.45,0
35,660,2264,30.44,0
35,660,2264,30.46,0
35,660,2264,30.44,0
35,660,2264,30.45,0
35,660,2264,30.44,0
35,660,2264,30.46,0
35,660,2264,30.43,0
35,660,2264,30.45,0
35,660,2264,30.45,0
35,660,2264,30.44,0
