NoAffS,VL,VC,Time,Result
15,660,2264,10.19,1
15,660,2264,9.39,1
15,660,2264,9.88,1
15,660,2264,9.56,1
15,660,2264,9.94,1
15,660,2264,9.34,1
15,660,2264,9.36,1
15,660,2264,9.56,1
15,660,2264,9.41,1
15,660,2264,9.28,1
15,660,2264,10.13,1
15,660,2264,10.39,1
15,660,2264,9.28,1
15,660,2264,9.52,1
15,660,2264,9.61,1
15,660,2264,10.36,1
15,660,2264,9.47,1
15,660,2264,9.66,1
15,660,2264,10.14,1
15,660,2264,9.28,1
15,660,2264,9.85,1
15,660,2264,9.67,1
15,660,2264,9.31,1
15,660,2264,9.91,1
15,660,2264,9.61,1
15,660,2264,9.58,1
15,660,2264,9.76,1
15,660,2264,9.88,1
15,660,2264,9.91,1
15,660,2264,9.14,1
