NoAffS,VL,VC,Time,Result
7,660,2264,30.33,0
7,660,2264,30.29,0
7,660,2264,30.36,0
7,660,2264,30.35,0
7,660,2264,30.38,0
7,660,2264,30.3,0
7,660,2264,30.32,0
7,660,2264,30.36,0
7,660,2264,30.38,0
7,660,2264,30.35,0
7,660,2264,30.29,0
7,660,2264,30.38,0
7,660,2264,30.34,0
7,660,2264,30.37,0
7,660,2264,30.32,0
7,660,2264,30.33,0
7,660,2264,30.36,0
7,660,2264,30.36,0
7,660,2264,30.39,0
7,660,2264,30.34,0
7,660,2264,30.35,0
7,660,2264,30.37,0
7,660,2264,30.35,0
7,660,2264,30.35,0
7,660,2264,30.33,0
7,660,2264,30.32,0
7,660,2264,30.36,0
7,660,2264,30.36,0
7,660,2264,30.38,0
7,660,2264,30.35,0
