NoAffS,VL,VC,Time,Result
15,795,3310,30.4,0
15,795,3310,30.39,0
15,795,3310,30.35,0
15,795,3310,30.42,0
15,795,3310,30.42,0
15,795,3310,30.38,0
15,795,3310,30.42,0
15,795,3310,30.4,0
15,795,3310,30.43,0
15,795,3310,30.41,0
15,795,3310,30.41,0
15,795,3310,30.43,0
15,795,3310,30.39,0
15,795,3310,30.39,0
15,795,3310,30.42,0
15,795,3310,30.39,0
15,795,3310,30.4,0
15,795,3310,30.4,0
15,795,3310,30.41,0
15,795,3310,30.42,0
15,795,3310,30.39,0
15,795,3310,30.33,0
15,795,3310,30.39,0
15,795,3310,30.38,0
15,795,3310,30.34,0
15,795,3310,30.41,0
15,795,3310,30.4,0
15,795,3310,30.39,0
15,795,3310,30.4,0
15,795,3310,30.39,0
