NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
1261,5,4,30.32,0,,,36
1261,5,4,30.35,0,,,36
1261,6,4,30.32,0,,,36
1261,5,4,30.35,0,,,36
1261,5,4,30.33,0,,,36
1261,5,4,30.33,0,,,36
1261,5,4,30.35,0,,,36
1261,6,4,30.35,0,,,36
1261,5,4,30.36,0,,,36
1261,5,4,30.35,0,,,36
1261,5,4,30.35,0,,,36
1261,6,4,30.36,0,,,36
1261,5,4,30.34,0,,,36
1261,5,4,30.34,0,,,36
1261,5,4,30.36,0,,,36
1261,5,4,30.33,0,,,36
1261,5,4,30.35,0,,,36
1261,5,4,30.36,0,,,36
1261,5,4,30.35,0,,,36
1261,5,4,30.34,0,,,36
1261,6,4,30.32,0,,,36
1261,5,4,30.32,0,,,36
1261,5,4,30.33,0,,,36
1261,5,4,30.33,0,,,36
1261,6,4,30.32,0,,,36
1261,5,4,30.34,0,,,36
1261,5,4,30.31,0,,,36
1261,5,4,30.33,0,,,36
1261,5,4,30.35,0,,,36
1261,5,4,30.32,0,,,36
