NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
123,1166,152,30.34,0,,,10
11684,1127,150,30.33,0,,,259
1629,1034,124,30.35,0,,,54
2334,1139,138,30.35,0,,,109
8,1207,170,30.35,0,,,4
36,1206,178,30.37,0,,,14
30,1311,204,30.36,0,,,7
147,672,0,30.36,0,,,19
65,1203,174,30.34,0,,,17
111,1310,204,30.33,0,,,16
116,1186,166,30.34,0,,,18
2173,1041,118,30.36,0,,,104
1465,1055,126,30.35,0,,,64
1435,1151,142,30.36,0,,,104
2196,865,82,30.39,0,,,105
82,1310,204,30.34,0,,,15
174,1223,182,30.35,0,,,16
1610,1237,176,30.38,0,,,111
1586,1262,184,30.39,0,,,110
2231,1056,118,30.34,0,,,106
36,1206,178,30.35,0,,,14
87,1238,180,30.32,0,,,14
2436,1129,138,30.35,0,,,102
1881,1034,124,30.33,0,,,65
36,1206,178,30.34,0,,,14
11337,1126,150,30.33,0,,,252
11282,1127,150,30.34,0,,,252
123,1310,204,30.34,0,,,17
36,1206,178,30.35,0,,,14
2087,1061,118,30.27,0,,,102
