NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
90431,3937,878,900.26,0,,,8616
151475,3474,714,900.3,0,,,31501
94918,3167,672,900.23,0,,,3573
178020,1774,300,900.28,0,,,17803
,,,,,,,
177377,1736,292,900.23,0,,,17735
119939,2191,398,900.29,0,,,4127
177411,1737,292,900.28,0,,,17740
252538,3062,574,900.26,0,,,13742
192148,3289,656,900.33,0,,,11116
88307,3937,878,900.37,0,,,8353
152660,3588,758,900.32,0,,,31710
151844,3547,748,900.19,0,,,31564
177651,1736,292,900.29,0,,,17764
187633,3902,874,900.36,0,,,16711
152219,3560,754,900.33,0,,,31631
95375,1862,310,900.34,0,,,3596
85899,2752,466,900.23,0,,,4333
178385,1772,300,900.19,0,,,17842
151864,3548,748,900.2,0,,,31568
178062,1772,300,900.3,0,,,17807
139533,1937,348,900.16,0,,,4387
50793,3256,660,900.33,0,,,5023
264248,3299,652,900.31,0,,,24268
75181,987,0,900.21,0,,,7391
221531,2507,448,900.32,0,,,12939
175666,1663,268,900.28,0,,,17555
266401,3359,674,900.31,0,,,24453
88331,3937,878,900.22,0,,,8357
315074,3088,610,900.34,0,,,20427
