NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
,,,,,,,
14674,843,0,900.35,0,,,431
5568,1994,694,900.32,0,,,356
,,,,,,,
,,,,,,,
,,,,,,,
26883,1688,746,900.32,0,,,707
,,,,,,,
,,,,,,,
3043,2574,1262,900.33,0,,,101
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
15483,2016,556,900.08,0,,,629
24679,2123,1026,900.29,0,,,635
5572,4628,2346,900.35,0,,,358
,,,,,,,
,,,,,,,
15802,843,0,900.52,0,,,655
,,,,,,,
,,,,,,,
,,,,,,,
27234,3292,1792,900.31,0,,,715
6654,2387,946,900.33,0,,,198
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
5530,4169,2246,900.34,0,,,355
