NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
3091,2047,316,30.33,0,,,57
2408,2092,326,30.34,0,,,49
3415,2335,478,30.34,0,,,75
946,2168,324,30.32,0,,,87
959,2338,436,30.31,0,,,97
899,2207,334,30.3,0,,,93
2607,3256,744,30.36,0,,,89
53,4655,1350,30.33,0,,,11
1115,2374,458,30.33,0,,,180
2468,2322,474,30.35,0,,,50
1276,1210,0,30.38,0,,,90
53,4664,1354,30.35,0,,,11
2775,3108,702,30.28,0,,,116
53,4664,1354,30.34,0,,,11
2749,2768,588,30.32,0,,,115
764,2051,316,30.36,0,,,90
912,2177,332,30.33,0,,,85
2799,2247,434,30.31,0,,,65
74,3188,870,30.34,0,,,11
3549,1420,78,30.33,0,,,78
1149,2297,362,30.35,0,,,185
1062,1306,56,30.33,0,,,96
1037,2136,320,30.36,0,,,167
3549,1626,142,30.16,0,,,78
2955,2017,292,30.33,0,,,61
823,2067,332,30.32,0,,,106
942,2141,326,30.34,0,,,87
2723,2696,540,30.32,0,,,114
706,2189,336,30.35,0,,,73
2871,1858,254,30.31,0,,,95
