NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
439,1883,312,30.42,0,,,43
43,1096,0,30.62,0,,,6
453,1779,246,30.34,0,,,43
43,2103,438,30.32,0,,,6
453,1620,188,30.34,0,,,43
42,1623,240,30.31,0,,,6
32,2103,438,30.34,0,,,5
451,1612,162,30.37,0,,,62
32,2170,464,30.35,0,,,5
845,2177,306,30.34,0,,,48
763,1544,170,30.4,0,,,53
42,1938,418,30.32,0,,,6
384,1830,270,30.4,0,,,39
468,1614,164,30.43,0,,,65
46,2023,440,30.53,0,,,7
468,1614,164,30.34,0,,,65
467,1377,90,30.34,0,,,44
1402,2624,558,30.32,0,,,23
381,1536,206,30.48,0,,,32
497,2176,468,30.35,0,,,38
480,1695,212,30.4,0,,,66
480,1695,212,30.35,0,,,66
383,1506,198,30.49,0,,,29
749,1540,166,30.35,0,,,50
383,1506,198,30.43,0,,,29
845,2207,318,30.37,0,,,48
42,1096,0,30.81,0,,,6
494,1497,198,30.35,0,,,36
43,2103,438,30.36,0,,,6
685,1543,166,30.5,0,,,49
