NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
14587,1715,238,120.0,1,,,146
18912,1715,238,59.2,1,,,248
19774,1715,238,40.86,1,,,169
14978,1715,238,59.35,1,,,173
13649,1715,238,60.15,1,,,141
14809,1715,238,126.61,1,,,154
13840,1715,238,46.08,1,,,116
14995,1715,238,44.64,1,,,132
19774,1715,238,39.75,1,,,169
18912,1715,238,58.75,1,,,248
17998,1715,238,109.19,1,,,146
13649,1715,238,57.9,1,,,141
15374,1715,238,67.83,1,,,128
19774,1715,238,41.53,1,,,169
20930,1715,238,60.63,1,,,181
17998,1715,238,106.53,1,,,146
15374,1715,238,71.46,1,,,128
14740,1715,238,63.08,1,,,188
19774,1715,238,41.66,1,,,169
15701,1715,238,35.7,1,,,122
14697,1715,238,59.3,1,,,162
19774,1715,238,41.05,1,,,169
15374,1715,238,70.15,1,,,128
13649,1715,238,56.5,1,,,141
14062,1715,238,92.26,1,,,138
13649,1715,238,56.48,1,,,141
17589,1715,238,116.3,1,,,150
14870,1715,238,48.96,1,,,126
14995,1715,238,44.09,1,,,132
14786,1715,238,63.78,1,,,165
