NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
8627,2099,287,61.45,0,,,235
5653,1929,271,51.84,0,,,223
5653,1929,271,53.63,0,,,223
5858,1706,215,43.73,0,,,210
,2347,435,18.94,0,,,0
,2347,435,18.23,0,,,0
8627,2099,287,59.9,0,,,235
6187,1706,213,46.19,0,,,223
5210,1994,287,49.91,0,,,225
23997,2060,307,132.45,0,,,537
,2347,435,18.14,0,,,0
25736,2175,319,139.86,0,,,383
,2347,435,18.68,0,,,0
35630,2185,335,208.08,0,,,746
6189,1929,271,53.13,0,,,232
35630,2185,335,215.88,0,,,746
6187,1706,213,44.97,0,,,223
25892,2087,301,127.92,0,,,473
5210,1994,287,54.08,0,,,225
35630,2185,335,212.24,0,,,746
1580,1696,197,29.11,0,,,35
5858,1706,215,44.83,0,,,210
6187,1706,213,44.82,0,,,223
4475,1984,271,56.49,0,,,102
5210,1994,287,55.69,0,,,225
,2347,435,19.41,0,,,0
6187,1706,213,45.27,0,,,223
1554,1696,199,28.38,0,,,34
5210,1994,287,50.98,0,,,225
2324,3084,645,751.73,0,,,55
