NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
48089,1462,264,103.29,1,,,2377
234911,1427,246,900.2,0,,,20355
243183,1142,140,900.29,0,,,20861
293000,1464,264,900.28,0,,,27470
32463,1462,264,96.98,1,,,990
127184,1462,264,456.72,1,,,12719
48089,1462,264,103.38,1,,,2377
49457,1462,264,149.47,1,,,2733
79642,1462,264,147.27,1,,,4851
239821,1128,132,900.13,0,,,20554
240467,1083,102,900.25,0,,,20610
131775,1462,264,773.56,1,,,13825
244092,1128,132,900.29,0,,,20936
80930,1462,264,443.45,1,,,5679
241941,1140,138,900.15,0,,,20745
240677,1129,132,900.18,0,,,20629
31876,1462,264,98.3,1,,,978
79642,1462,264,149.19,1,,,4851
127184,1462,264,464.42,1,,,12719
49457,1462,264,147.19,1,,,2733
37624,1462,264,118.54,1,,,1769
48089,1462,264,100.25,1,,,2377
117647,1462,264,411.96,1,,,10432
195524,1452,262,900.31,0,,,22539
207714,1142,140,900.19,0,,,22981
158831,1452,262,900.27,0,,,19077
127436,1462,264,758.32,1,,,11668
117647,1462,264,407.24,1,,,10432
299888,1462,264,900.28,0,,,28051
243043,1142,140,900.28,0,,,20848
