NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
182,3162,898,901.21,0,,,33
158060,2257,574,900.28,0,,,1950
25,2001,644,901.18,0,,,12
450,2304,680,900.3,0,,,68
182,3162,898,901.15,0,,,33
,,,,,,,
,,,,,,,
450,2323,680,900.29,0,,,68
798,1517,354,900.86,0,,,77
170574,2751,720,900.35,0,,,1993
198,1555,324,901.09,0,,,49
25,2001,644,900.91,0,,,12
163110,2693,702,900.59,0,,,1986
450,2304,680,900.32,0,,,68
1055,3345,976,901.11,0,,,91
439,2304,680,900.35,0,,,67
450,2304,680,900.32,0,,,68
765,1517,354,900.85,0,,,76
162281,2694,702,900.34,0,,,1981
170574,2755,720,900.32,0,,,1993
1146,3401,994,901.06,0,,,95
182,3187,906,901.15,0,,,33
450,2304,680,900.36,0,,,68
2398,1978,640,901.13,0,,,209
34368,4703,1318,900.9,0,,,339
450,2304,680,900.3,0,,,68
163910,1630,392,900.29,0,,,1989
450,2304,680,899.92,0,,,68
439,2304,680,900.33,0,,,67
163914,2711,702,900.26,0,,,1991
