NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
118912,2204,474,900.31,0,,,3185
64692,1645,192,900.31,0,,,621
,,,,,,,
122134,2232,490,900.34,0,,,3304
,,,,,,,
149060,1619,350,900.31,0,,,1251
153292,2208,486,900.33,0,,,2807
121771,1343,126,900.3,0,,,1065
103667,1662,192,900.33,0,,,989
149054,1752,398,900.09,0,,,1250
143678,2261,506,900.34,0,,,2892
122134,2232,490,900.2,0,,,3304
,,,,,,,
,,,,,,,
153291,2213,486,900.29,0,,,2807
64692,1181,82,900.7,0,,,621
,,,,,,,
118835,1784,378,900.3,0,,,3138
65447,1926,428,900.32,0,,,622
,,,,,,,
,,,,,,,
119973,1804,274,900.14,0,,,1051
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
166330,2512,534,899.75,0,,,885
65459,1942,432,900.33,0,,,624
