NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
13270,2131,384,30.35,0,,,432
13579,2122,388,30.33,0,,,434
6694,1929,450,30.34,0,,,111
13515,2147,396,30.34,0,,,440
1798,1435,120,30.32,0,,,99
1906,2477,484,30.34,0,,,95
1633,2274,394,30.29,0,,,107
1432,1544,134,30.34,0,,,97
1317,1599,258,30.34,0,,,33
1555,1620,260,30.38,0,,,36
13339,2146,396,30.3,0,,,434
1633,2515,498,30.32,0,,,107
1612,2627,534,30.3,0,,,106
2130,1920,442,30.34,0,,,43
1492,1740,188,30.32,0,,,100
1492,1735,186,30.34,0,,,100
14061,2145,396,30.33,0,,,455
1512,2515,498,30.35,0,,,101
1394,2340,422,30.31,0,,,95
1503,1660,284,30.35,0,,,35
6406,1497,222,30.35,0,,,104
1639,2548,506,30.34,0,,,62
2734,2343,424,30.32,0,,,135
3039,2977,632,30.35,0,,,77
1696,2376,436,30.31,0,,,110
7075,1695,332,30.32,0,,,121
6605,1744,352,30.34,0,,,109
12596,2068,354,30.31,0,,,404
4039,2227,394,30.32,0,,,118
1572,1388,92,30.34,0,,,104
