NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
8838,1315,254,64.34,1,,,476
9938,1313,254,57.98,1,,,428
9994,1315,254,96.56,1,,,616
25825,1315,254,165.7,1,,,1841
9994,1315,254,99.09,1,,,616
17851,1313,254,133.6,1,,,439
26027,1313,254,175.15,1,,,1142
9994,1315,254,100.66,1,,,616
9466,1313,254,52.62,1,,,465
11648,1315,254,82.56,1,,,386
9466,1313,254,53.06,1,,,465
13259,1315,254,66.51,1,,,788
8352,1315,254,64.21,1,,,304
26027,1313,254,177.42,1,,,1142
9915,1313,254,56.9,1,,,434
9994,1315,254,99.56,1,,,616
9230,1315,254,63.13,1,,,516
26027,1313,254,178.27,1,,,1142
8838,1315,254,63.38,1,,,476
9994,1315,254,98.82,1,,,616
7475,1315,254,39.66,1,,,244
7946,1315,254,48.91,1,,,234
9620,1315,254,67.77,1,,,420
17389,1315,254,95.0,1,,,1169
20145,1313,254,101.32,1,,,1389
11648,1315,254,83.64,1,,,386
9466,1313,254,54.44,1,,,465
9994,1315,254,99.65,1,,,616
10552,1315,254,60.25,1,,,381
8838,1315,254,64.04,1,,,476
