NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
2156,1187,230,15.79,1,,,72
2228,1187,230,16.69,1,,,90
2096,1187,230,17.61,1,,,71
2132,1187,230,16.32,1,,,66
2378,1187,230,18.35,1,,,124
2270,1187,230,19.2,1,,,61
2041,1187,230,13.86,1,,,57
2348,1187,230,18.14,1,,,118
2378,1187,230,18.29,1,,,124
2174,1187,230,14.67,1,,,64
2072,1187,230,13.97,1,,,66
2072,1187,230,13.87,1,,,66
2228,1187,230,16.04,1,,,90
2270,1187,230,18.35,1,,,61
2372,1187,230,13.99,1,,,64
2096,1187,230,17.68,1,,,71
2100,1187,230,17.12,1,,,72
2318,1187,230,14.56,1,,,64
2096,1187,230,17.01,1,,,71
2096,1187,230,17.76,1,,,71
2086,1187,230,13.64,1,,,66
2270,1187,230,18.17,1,,,61
2546,1187,230,21.58,1,,,65
2318,1187,230,13.82,1,,,64
2078,1187,230,23.79,1,,,65
2270,1187,230,18.63,1,,,61
2096,1187,230,17.67,1,,,71
2300,1187,230,14.11,1,,,64
2228,1187,230,15.72,1,,,90
2096,1187,230,17.72,1,,,71
