NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
1352,1842,394,30.33,0,,,57
24,2949,962,30.31,0,,,3
2820,1623,260,30.34,0,,,48
1830,1759,336,30.34,0,,,66
1320,2448,746,30.28,0,,,48
2628,1609,252,30.39,0,,,46
2079,1704,314,30.32,0,,,57
54,2658,828,30.33,0,,,6
3933,1893,450,30.32,0,,,70
1608,1101,0,30.34,0,,,53
54,2434,702,30.26,0,,,6
1234,2210,594,30.32,0,,,46
2404,1890,500,30.23,0,,,48
1743,1439,200,30.34,0,,,58
4026,1536,282,30.32,0,,,70
1587,1725,316,30.33,0,,,55
3216,1641,270,30.4,0,,,55
54,2438,702,30.31,0,,,6
54,2434,702,30.34,0,,,6
3216,1641,270,30.37,0,,,55
1587,2084,568,30.32,0,,,55
54,2364,674,30.27,0,,,6
1062,2446,746,30.29,0,,,42
1105,2131,530,30.34,0,,,43
54,2690,838,30.32,0,,,6
1105,1101,0,30.35,0,,,43
2885,1639,270,30.27,0,,,50
1234,1890,404,30.32,0,,,46
54,2434,702,30.45,0,,,6
1504,1487,140,30.35,0,,,59
