NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
2008,1943,526,28.61,0,,,118
609,1492,308,10.69,0,,,29
406,1642,508,8.71,0,,,15
70192,2183,760,795.3,0,,,5508
53051,1738,468,900.23,0,,,1865
2041,1967,532,29.04,0,,,121
28529,1458,302,389.42,0,,,2218
1616,1393,254,20.79,0,,,62
70192,2183,760,810.23,0,,,5508
8748,1981,534,97.39,0,,,628
28529,1458,302,393.83,0,,,2218
2041,1967,532,29.51,0,,,121
44266,2203,650,298.07,0,,,663
18172,1964,544,220.07,0,,,1726
21101,1988,548,253.9,0,,,2052
28529,1458,302,387.07,0,,,2218
1616,1393,254,22.11,0,,,62
36361,1677,432,900.32,0,,,1906
5502,1450,450,35.73,0,,,181
8748,1981,534,97.94,0,,,628
55054,2009,566,900.31,0,,,3212
21101,1988,548,254.68,0,,,2052
21101,1988,548,251.1,0,,,2052
70192,2183,760,794.6,0,,,5508
505,1079,208,9.94,0,,,24
28529,1458,302,385.43,0,,,2218
505,1079,208,9.57,0,,,24
56208,1608,418,900.18,0,,,2827
2008,1943,526,29.36,0,,,118
28529,1458,302,383.5,0,,,2218
