NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
3394,1313,288,30.33,0,,,118
1602,1316,290,30.35,0,,,65
962,1913,648,30.33,0,,,58
31,1870,472,30.34,0,,,7
,3079,1170,30.37,0,,,0
1374,1539,446,30.34,0,,,69
1331,843,0,30.37,0,,,68
,2433,756,30.35,0,,,0
,2195,640,30.36,0,,,0
526,1585,246,30.31,0,,,29
,2499,776,30.35,0,,,0
,2489,774,30.35,0,,,0
1245,1650,512,30.36,0,,,66
1636,1644,510,30.35,0,,,76
1602,1316,290,30.33,0,,,65
1757,1888,914,30.35,0,,,46
893,1992,700,30.36,0,,,55
,3067,1166,30.32,0,,,0
,3077,1170,30.35,0,,,0
1602,1316,290,30.34,0,,,65
27,2847,1412,30.31,0,,,3
9,843,0,30.94,0,,,1
,2499,776,30.35,0,,,0
1072,1539,446,30.35,0,,,59
646,1409,172,30.31,0,,,34
,3077,1170,30.36,0,,,0
,2489,774,30.32,0,,,0
1662,1248,220,30.34,0,,,67
30,1956,486,30.36,0,,,6
870,2092,734,30.35,0,,,54
