NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
601,,,,,,,87
288,1937,354,30.32,0,,,73
591,1030,2,30.32,0,,,62
536,1055,2,30.34,0,,,61
837,1007,2,30.32,0,,,64
,1494,174,7.74,0,,,0
1385,1055,2,30.33,0,,,113
601,2131,422,29.55,0,,,87
591,1030,2,30.33,0,,,62
308,1418,152,30.38,0,,,75
,,,,,,,
601,,,,,,,87
775,1022,2,30.35,0,,,113
288,1791,302,30.32,0,,,73
536,1055,2,30.32,0,,,61
1060,1816,282,30.32,0,,,113
1087,1015,2,30.3,0,,,169
1935,2311,560,30.33,0,,,120
590,2030,390,30.34,0,,,86
1418,1221,82,30.32,0,,,179
601,2131,422,29.53,0,,,87
1440,1019,2,30.32,0,,,185
536,1055,2,30.34,0,,,61
601,2131,422,29.4,0,,,87
1278,1935,354,30.35,0,,,89
363,1055,2,30.33,0,,,41
601,2131,422,30.05,0,,,87
1440,1015,2,30.34,0,,,185
536,1055,2,30.29,0,,,61
,,,,,,,
