NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
,,,,,,,
26744,2850,1044,900.35,0,,,1337
132303,1051,246,900.3,0,,,2968
76360,2917,1075,900.33,0,,,3873
32964,1863,600,900.32,0,,,2120
,,,,,,,
132941,2349,859,900.3,0,,,2989
34374,2880,1052,900.36,0,,,2556
61722,766,104,900.33,0,,,517
,,,,,,,
,,,,,,,
133190,2351,859,900.23,0,,,2995
74092,766,104,900.26,0,,,578
51074,2036,688,900.32,0,,,2451
34588,2809,1034,900.43,0,,,2573
62421,1335,326,900.32,0,,,522
,,,,,,,
130677,2676,965,900.4,0,,,2925
,,,,,,,
14393,2323,796,901.1,0,,,268
,,,,,,,
132747,2351,859,900.32,0,,,2986
4072,1690,546,901.78,0,,,93
34374,2875,1052,900.35,0,,,2555
71088,1992,630,900.3,0,,,557
75564,2919,1075,900.29,0,,,3834
34667,2889,1056,900.38,0,,,2587
61779,2192,715,900.3,0,,,516
34796,1987,652,900.24,0,,,2588
,,,,,,,
