NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
138412,3539,788,538.15,1,,,9408
189448,3539,788,774.29,1,,,6278
223657,2081,300,900.05,0,,,22199
225026,1874,242,900.27,0,,,22350
222577,1846,240,900.31,0,,,22080
161996,3468,764,900.3,0,,,12396
50658,3539,788,416.66,1,,,2045
335344,2679,428,900.28,0,,,28878
201535,3515,786,900.13,0,,,8461
279709,2659,450,884.63,1,,,18651
64003,3539,788,211.36,1,,,4100
337886,3359,720,900.27,0,,,29024
82874,3539,788,292.51,1,,,5628
82874,3539,788,293.37,1,,,5628
338678,2015,252,900.23,0,,,29078
252291,3539,788,768.39,1,,,3597
82875,3539,788,295.81,1,,,5629
319102,2128,282,900.24,0,,,24063
229695,3530,788,900.31,0,,,9318
50658,3539,788,416.75,1,,,2045
138412,3539,788,548.48,1,,,9408
225026,1875,242,900.26,0,,,22350
82875,3539,788,292.21,1,,,5629
82874,3539,788,294.26,1,,,5628
82875,3539,788,290.2,1,,,5629
224824,1681,210,900.32,0,,,22328
256856,2140,322,900.31,0,,,24739
82874,3539,788,288.35,1,,,5628
,,,,,,,
254964,1681,210,900.27,0,,,24556
