NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
142695,2417,422,765.54,1,,,15332
164006,986,0,900.44,0,,,16084
237799,1799,270,900.28,0,,,17072
84406,2417,422,497.8,1,,,7700
216463,2040,330,900.32,0,,,21761
236256,1806,272,900.22,0,,,16951
237611,1806,272,900.27,0,,,17056
97351,2417,422,900.29,0,,,9428
,,,,,,,
113644,1075,66,900.58,0,,,11202
163722,1798,300,900.13,0,,,9708
58527,2417,422,531.72,1,,,5625
116453,2383,418,900.17,0,,,11609
206030,2415,422,900.3,0,,,22169
84242,2324,406,900.31,0,,,8058
29268,2417,422,272.21,1,,,1994
163680,2123,354,900.3,0,,,16079
191030,2203,386,900.31,0,,,18014
,,,,,,,
164207,1992,320,900.31,0,,,16091
139169,2003,318,900.37,0,,,15738
164006,2135,354,900.31,0,,,16084
233458,2415,422,900.32,0,,,24914
,,,,,,,
104629,2390,420,900.31,0,,,10313
217358,1892,258,900.24,0,,,21848
163808,2385,420,900.29,0,,,16081
237255,1806,272,900.29,0,,,17026
191459,2204,386,900.27,0,,,18042
237356,1799,270,900.28,0,,,17033
