NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
4681,1199,184,22.41,1,,,96
3942,1199,184,44.03,1,,,102
3941,1199,184,35.19,1,,,101
4037,1199,184,53.86,1,,,101
3941,1199,184,46.65,1,,,101
4681,1199,184,22.98,1,,,96
3944,1199,184,67.8,1,,,101
4681,1199,184,22.88,1,,,96
3941,1199,184,26.8,1,,,101
3941,1199,184,34.59,1,,,101
3944,1199,184,67.77,1,,,101
4025,1199,184,32.32,1,,,101
3942,1199,184,27.48,1,,,102
4025,1199,184,30.53,1,,,101
3944,1199,184,67.72,1,,,101
4083,1199,184,29.11,1,,,100
3998,1199,184,32.01,1,,,101
3942,1199,184,43.48,1,,,102
3998,1199,184,29.72,1,,,101
3942,1199,184,42.88,1,,,102
3998,1199,184,29.93,1,,,101
3941,1199,184,40.29,1,,,101
3944,1199,184,67.74,1,,,101
3941,1199,184,47.82,1,,,101
3941,1199,184,47.83,1,,,101
4152,1199,184,24.92,1,,,98
3947,1199,184,93.17,1,,,101
4034,1199,184,24.83,1,,,101
3941,1199,184,24.45,1,,,101
3941,1199,184,34.98,1,,,101
