NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
23127,3790,821,900.33,0,,,526
23017,1013,0,900.83,0,,,642
16890,3862,837,900.29,0,,,339
,,,,,,,
22825,1013,0,900.4,0,,,640
16942,3767,809,900.33,0,,,344
,,,,,,,
7840,5244,1295,900.33,0,,,137
22291,3859,875,899.64,0,,,634
,,,,,,,
24817,2077,352,900.33,0,,,864
46875,4296,963,900.26,0,,,1054
,,,,,,,
22921,4236,952,900.31,0,,,641
22469,4385,989,900.31,0,,,636
,,,,,,,
22989,3793,821,900.33,0,,,517
32684,3321,703,900.32,0,,,984
23017,2753,530,900.29,0,,,642
46683,3751,813,900.29,0,,,1053
23035,3764,815,900.33,0,,,521
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
24817,1013,0,900.63,0,,,864
16942,3767,809,899.66,0,,,344
23087,3231,623,900.3,0,,,524
22647,4462,1009,900.32,0,,,638
22736,4469,1011,900.13,0,,,639
