NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
601,2131,422,29.85,0,,,87
10204,2606,664,161.5,0,,,1491
3976,1502,164,900.29,0,,,203
6460,1055,2,900.34,0,,,247
4280,1866,318,900.31,0,,,211
,1494,174,7.67,0,,,0
2925,1768,278,900.35,0,,,147
601,2131,422,29.67,0,,,87
3976,1502,164,900.3,0,,,203
10204,2606,664,160.36,0,,,1491
601,2131,422,30.55,0,,,87
601,2131,422,30.3,0,,,87
1287,1669,240,82.42,0,,,164
10204,2606,664,162.86,0,,,1491
6460,1055,2,900.31,0,,,247
80652,2732,724,900.25,0,,,9182
1604,1669,240,83.79,0,,,219
19315,2818,786,228.03,0,,,692
601,2131,422,31.04,0,,,87
5660,2362,536,142.6,0,,,650
601,2131,422,30.98,0,,,87
,,,,,,,
6460,1055,2,899.9,0,,,247
601,2131,422,28.8,0,,,87
29911,2492,644,900.25,0,,,996
,,,,,,,
601,2131,422,29.48,0,,,87
4825,1912,330,903.52,0,,,400
6460,1055,2,900.32,0,,,247
601,2131,422,30.17,0,,,87
