NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
558,1723,374,30.34,0,,,48
1493,1494,184,30.34,0,,,148
618,1421,254,30.35,0,,,52
225,2164,510,30.35,0,,,33
1199,1495,300,30.29,0,,,95
1500,1476,180,30.4,0,,,149
238,2503,656,30.35,0,,,34
113,2006,506,30.42,0,,,20
454,1552,200,30.4,0,,,67
1500,1475,180,30.39,0,,,149
198,1716,366,30.34,0,,,25
569,1201,60,30.35,0,,,53
675,1788,300,30.35,0,,,127
411,1626,234,30.33,0,,,63
1462,1374,144,30.39,0,,,144
1442,1476,180,30.4,0,,,140
454,1552,200,30.4,0,,,67
1585,1522,214,30.32,0,,,147
751,1388,172,30.33,0,,,132
616,1779,292,30.42,0,,,117
212,2571,704,30.38,0,,,32
558,1471,292,30.36,0,,,48
225,2632,714,30.36,0,,,34
212,2571,704,30.42,0,,,32
212,2571,704,30.56,0,,,32
439,1650,242,30.42,0,,,66
1114,1495,300,30.3,0,,,90
614,1427,264,30.32,0,,,56
189,2211,530,30.35,0,,,29
189,2214,530,30.48,0,,,29
