NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
155161,1159,230,900.33,0,,,5002
85333,1160,230,443.22,1,,,3718
422992,826,124,900.15,0,,,16938
430092,929,162,900.29,0,,,14652
432595,914,160,900.31,0,,,14723
551312,927,162,900.19,0,,,14856
14570,1160,230,617.1,1,,,498
431725,929,162,900.27,0,,,14699
193417,1101,208,900.29,0,,,14420
200257,1105,212,900.33,0,,,17817
,,,,,,,
20016,1160,230,573.92,1,,,529
20409,1160,230,600.49,1,,,644
199855,387,0,900.43,0,,,17799
18834,1160,230,373.89,1,,,476
154833,1160,230,865.19,1,,,6885
200676,1117,216,900.27,0,,,17835
161310,1130,224,900.33,0,,,10779
18922,1160,230,364.61,1,,,475
199579,1124,220,900.32,0,,,17790
,,,,,,,
215556,1162,230,900.32,0,,,6506
218480,1160,230,900.36,0,,,6566
,,,,,,,
,,,,,,,
193289,1160,230,834.65,1,,,9272
12119,1160,230,863.55,1,,,223
192793,1096,206,900.34,0,,,14382
181529,861,152,900.3,0,,,7771
155141,1161,230,900.31,0,,,5002
