NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL,TimPreAdj,TimTran
0,1034,596,25.47,0,,,17,75419,21178,26.0,0,98,96677,1.53,0.0,0,0.0,0.649,0.609,0.816,75427,16,,3.179,202,0,0.0,65,33,1176,4.849,11.264
0,1034,596,25.18,0,,,19,79668,22350,30.0,0,107,102113,1.58,0.0,0,0.0,0.649,0.609,0.816,79603,19,,2.997,202,0,0.0,74,35,1175,4.545,10.603
0,1034,596,25.74,0,,,19,78883,22124,30.0,0,107,101102,1.58,0.0,0,0.0,0.649,0.609,0.816,78817,19,,2.824,202,0,0.0,74,35,1175,4.639,11.302
0,1001,574,25.23,0,,,16,54137,15173,25.0,0,82,69379,1.56,0.0,0,0.0,0.649,0.59,0.786,54036,15,,3.496,202,0,0.0,48,25,1137,4.994,9.429
0,1001,574,25.23,0,,,15,53556,15014,23.0,0,77,68639,1.53,0.0,0,0.0,0.649,0.59,0.786,53454,15,,3.079,202,0,0.0,48,25,1136,4.549,9.665
0,1028,594,25.99,0,,,16,75385,21174,24.0,0,94,96640,1.5,0.0,0,0.0,0.649,0.606,0.814,75395,15,,2.723,202,0,0.0,65,33,1167,4.845,10.785
0,1095,620,25.36,0,,,13,66382,18620,18.0,0,79,85072,1.38,0.0,0,0.0,0.689,0.645,0.849,66426,13,,2.237,202,0,0.0,65,30,1236,3.715,10.928
0,1001,574,25.77,0,,,15,73505,20636,22.0,0,86,94224,1.47,0.0,0,0.0,0.649,0.59,0.786,73492,15,,2.806,202,0,0.0,65,33,1136,4.713,11.975
0,1001,574,25.9,0,,,21,75509,21171,34.0,0,114,96775,1.62,0.0,0,0.0,0.649,0.59,0.786,75408,20,,3.376,202,0,0.0,65,34,1137,4.996,10.268
0,1034,596,26.25,0,,,19,81917,22966,30.0,0,107,104978,1.58,0.0,0,0.0,0.649,0.609,0.816,81851,19,,2.97,202,0,0.0,74,36,1175,4.813,11.294
0,1068,600,25.93,0,,,15,54219,15201,28.0,0,81,69480,1.87,0.0,0,0.0,0.689,0.629,0.822,54036,14,,2.676,202,0,0.0,49,26,1206,3.787,8.905
0,1028,594,25.7,0,,,15,75344,21171,22.0,0,88,96592,1.47,0.0,0,0.0,0.649,0.606,0.814,75353,14,,2.859,202,0,0.0,65,33,1168,4.449,11.964
0,1068,600,25.6,0,,,16,75343,21153,24.0,0,93,96575,1.5,0.0,0,0.0,0.689,0.629,0.822,75325,16,,2.609,202,0,0.0,64,33,1205,4.391,10.548
0,1028,594,25.79,0,,,17,76306,21391,26.0,0,99,97784,1.53,0.0,0,0.0,0.649,0.606,0.814,76303,17,,2.578,202,0,0.0,74,34,1167,4.214,11.447
0,1095,620,26.02,0,,,15,54283,15223,28.0,0,81,69564,1.87,0.0,0,0.0,0.689,0.645,0.849,54067,14,,2.269,202,0,0.0,49,26,1237,3.622,8.994
0,1095,620,25.88,0,,,13,72757,20433,18.0,0,79,93259,1.38,0.0,0,0.0,0.689,0.645,0.849,72800,13,,2.615,202,0,0.0,65,33,1236,4.312,11.428
0,1034,596,25.85,0,,,19,83442,23418,30.0,0,107,106954,1.58,0.0,0,0.0,0.649,0.609,0.816,83375,19,,3.043,202,0,0.0,74,37,1175,4.615,11.181
0,1095,620,26.09,0,,,14,64732,18169,20.0,0,83,82971,1.43,0.0,0,0.0,0.689,0.645,0.849,64736,13,,2.859,202,0,0.0,56,29,1237,4.429,11.133
0,1095,620,25.65,0,,,13,54116,15186,21.0,0,72,69358,1.62,0.0,0,0.0,0.689,0.645,0.849,54067,12,,2.86,202,0,0.0,49,26,1236,4.27,9.935
0,1034,596,26.27,0,,,19,83749,23498,30.0,0,107,107341,1.58,0.0,0,0.0,0.649,0.609,0.816,83684,19,,2.872,202,0,0.0,74,37,1175,4.611,11.232
0,1095,620,26.06,0,,,15,75355,21165,22.0,0,91,96595,1.47,0.0,0,0.0,0.689,0.645,0.849,75401,15,,2.551,202,0,0.0,65,33,1236,4.024,11.146
0,1068,600,26.04,0,,,15,54219,15201,28.0,0,81,69480,1.87,0.0,0,0.0,0.689,0.629,0.822,54036,14,,2.483,202,0,0.0,49,26,1206,3.853,9.407
0,1095,620,25.81,0,,,15,54283,15223,28.0,0,81,69564,1.87,0.0,0,0.0,0.689,0.645,0.849,54066,14,,2.583,202,0,0.0,49,26,1236,3.612,9.027
0,1095,620,25.58,0,,,13,64696,18168,18.0,0,79,82929,1.38,0.0,0,0.0,0.689,0.645,0.849,64736,13,,2.602,202,0,0.0,57,29,1236,4.163,10.729
0,1028,594,25.67,0,,,16,75385,21174,24.0,0,94,96640,1.5,0.0,0,0.0,0.649,0.606,0.814,75396,15,,3.394,202,0,0.0,65,33,1168,4.904,10.632
0,1028,594,25.85,0,,,14,74352,20892,20.0,0,83,95318,1.43,0.0,0,0.0,0.649,0.606,0.814,74357,14,,3.026,202,0,0.0,65,33,1167,4.589,11.623
0,1095,620,25.67,0,,,13,54116,15186,21.0,0,72,69358,1.62,0.0,0,0.0,0.689,0.645,0.849,54068,12,,2.718,202,0,0.0,49,26,1237,4.367,10.164
0,1001,574,25.7,0,,,21,75509,21171,34.0,0,114,96775,1.62,0.0,0,0.0,0.649,0.59,0.786,75408,20,,3.339,202,0,0.0,65,34,1137,4.788,10.696
0,1028,594,26.17,0,,,17,75419,21178,26.0,0,98,96677,1.53,0.0,0,0.0,0.649,0.606,0.814,75401,16,,2.867,202,0,0.0,65,33,1167,4.481,11.884
0,1028,594,25.43,0,,,15,75344,21171,22.0,0,88,96592,1.47,0.0,0,0.0,0.649,0.606,0.814,75353,14,,2.729,202,0,0.0,65,33,1168,4.45,11.428
