NoAffS,VL,VC,Time,Result
50,3414,9656,30.4,0
14,3414,9656,30.37,0
14,3414,9656,30.37,0
14,3414,9656,30.35,0
14,3414,9656,30.38,0
14,3414,9656,30.38,0
22,2439,7030,30.38,0
50,3414,9656,30.43,0
14,3414,9656,30.38,0
14,3414,9656,30.33,0
23,3414,9656,30.39,0
14,3414,9656,30.35,0
23,3414,9656,30.36,0
23,3414,9656,30.39,0
14,3414,9656,30.39,0
22,2439,7030,30.38,0
14,3414,9656,30.37,0
23,3414,9656,30.3,0
14,3414,9656,30.36,0
23,3414,9656,30.36,0
14,3414,9656,30.39,0
14,3414,9656,30.41,0
23,3414,9656,30.36,0
22,2439,7030,30.39,0
14,3414,9656,30.4,0
14,3414,9656,30.36,0
14,3414,9656,30.34,0
50,3414,9656,30.4,0
14,3414,9656,30.35,0
22,2439,7030,30.38,0
