NoAffS,VL,VC,Time,Result
32,3414,9656,30.39,0
23,3414,9656,30.36,0
23,3414,9656,30.34,0
23,3414,9656,30.32,0
31,3414,9656,30.39,0
60,3414,9656,30.37,0
32,3414,9656,30.41,0
23,3414,9656,30.34,0
32,3414,9656,30.36,0
32,3414,9656,30.39,0
32,3414,9656,30.37,0
19,2439,7030,30.38,0
19,2439,7030,30.38,0
60,3414,9656,30.35,0
32,3414,9656,30.4,0
39,3414,9656,30.39,0
31,3414,9656,30.38,0
32,3414,9656,30.41,0
19,2439,7030,30.36,0
31,3414,9656,30.37,0
32,3414,9656,30.41,0
32,3414,9656,30.42,0
31,3414,9656,30.41,0
23,3414,9656,30.37,0
31,3414,9656,30.36,0
19,2439,7030,30.36,0
32,3414,9656,30.4,0
23,3414,9656,30.36,0
31,3414,9656,30.44,0
23,3414,9656,30.38,0
