NoAffS,VL,VC,Time,Result
23,3414,9656,30.39,0
23,3414,9656,30.37,0
37,3414,9656,30.32,0
23,3414,9656,30.36,0
23,3414,9656,30.38,0
23,3414,9656,30.35,0
23,3414,9656,30.37,0
23,3414,9656,30.37,0
17,2439,7030,30.34,0
23,3414,9656,30.36,0
23,3414,9656,30.37,0
23,3414,9656,30.35,0
30,3414,9656,30.41,0
17,2439,7030,30.33,0
30,3414,9656,30.37,0
23,3414,9656,30.33,0
30,3414,9656,30.38,0
17,2439,7030,30.36,0
23,3414,9656,30.36,0
37,3414,9656,30.35,0
23,3414,9656,30.35,0
37,3414,9656,30.35,0
37,3414,9656,30.35,0
23,3414,9656,30.35,0
23,3414,9656,30.35,0
37,3414,9656,30.32,0
17,2439,7030,30.37,0
23,3414,9656,30.37,0
23,3414,9656,30.35,0
23,3414,9656,30.37,0
