NoAffS,VL,VC,Time,Result
38,3414,9656,30.37,0
37,3414,9656,30.37,0
23,3414,9656,30.39,0
23,3414,9656,30.41,0
23,3414,9656,30.41,0
44,3414,9656,30.36,0
23,3414,9656,30.37,0
38,3414,9656,30.32,0
23,3414,9656,30.41,0
23,3414,9656,30.4,0
23,3414,9656,30.38,0
44,3414,9656,30.33,0
23,3414,9656,30.39,0
39,3414,9656,30.36,0
37,3414,9656,30.36,0
38,3414,9656,30.36,0
23,3414,9656,30.37,0
37,3414,9656,30.32,0
23,3414,9656,30.39,0
39,3414,9656,30.34,0
38,3414,9656,30.32,0
44,3414,9656,30.32,0
44,3414,9656,30.35,0
38,3414,9656,30.33,0
38,3414,9656,30.37,0
39,3414,9656,30.37,0
38,3414,9656,30.36,0
38,3414,9656,30.37,0
44,3414,9656,30.33,0
37,3414,9656,30.35,0
