NoAffS,VL,VC,Time,Result
25,2439,7030,30.35,0
31,3414,9656,30.4,0
22,2439,7030,30.38,0
39,3414,9656,30.36,0
39,3414,9656,30.34,0
39,3414,9656,30.34,0
39,3414,9656,30.33,0
39,3414,9656,30.35,0
39,3414,9656,30.4,0
31,3414,9656,30.39,0
31,3414,9656,30.36,0
31,3414,9656,30.35,0
39,3414,9656,30.38,0
25,2439,7030,30.37,0
39,3414,9656,30.4,0
31,3414,9656,30.36,0
25,2439,7030,30.35,0
25,2439,7030,30.39,0
25,2439,7030,30.37,0
22,2439,7030,30.41,0
39,3414,9656,30.35,0
39,3414,9656,30.31,0
31,3414,9656,30.35,0
31,3414,9656,30.36,0
25,2439,7030,30.38,0
39,3414,9656,30.35,0
39,3414,9656,30.35,0
39,3414,9656,30.35,0
39,3414,9656,30.35,0
22,2439,7030,30.38,0
