NoAffS,VL,VC,Time,Result
44,3414,9656,30.4,0
23,3414,9656,30.37,0
23,3414,9656,30.41,0
10,1297,3806,30.37,0
23,3414,9656,30.34,0
23,3414,9656,30.34,0
23,3414,9656,30.36,0
29,3414,9656,30.4,0
23,3414,9656,30.36,0
29,3414,9656,30.36,0
10,1297,3806,30.37,0
23,3414,9656,30.33,0
10,1297,3806,30.37,0
44,3414,9656,30.36,0
44,3414,9656,30.36,0
23,3414,9656,30.37,0
10,1297,3806,30.37,0
23,3414,9656,30.36,0
44,3414,9656,30.35,0
37,3414,9656,30.37,0
23,3414,9656,30.36,0
23,3414,9656,30.36,0
37,3414,9656,30.35,0
23,3414,9656,30.38,0
37,3414,9656,30.36,0
10,1297,3806,30.34,0
29,3414,9656,30.38,0
29,3414,9656,30.35,0
23,3414,9656,30.38,0
44,3414,9656,30.37,0
