NoAffS,VL,VC,Time,Result
15,1297,3806,30.38,0
15,1297,3806,30.38,0
39,3414,9656,30.35,0
39,3414,9656,30.39,0
23,3414,9656,30.39,0
23,3414,9656,30.39,0
23,3414,9656,30.38,0
15,1297,3806,30.4,0
23,3414,9656,30.4,0
23,3414,9656,30.36,0
23,3414,9656,30.38,0
23,3414,9656,30.38,0
39,3414,9656,30.37,0
23,3414,9656,30.41,0
39,3414,9656,30.32,0
23,3414,9656,30.37,0
23,3414,9656,30.39,0
23,3414,9656,30.36,0
23,3414,9656,30.38,0
15,1297,3806,30.39,0
23,3414,9656,30.41,0
23,3414,9656,30.36,0
39,3414,9656,30.38,0
15,1297,3806,30.35,0
15,1297,3806,30.38,0
23,3414,9656,30.37,0
23,3414,9656,30.38,0
15,1297,3806,30.38,0
23,3414,9656,30.38,0
23,3414,9656,30.38,0
