NoAffS,VL,VC,Time,Result
39,3414,9656,30.39,0
19,2439,7030,30.34,0
19,2439,7030,30.38,0
39,3414,9656,30.38,0
19,2439,7030,30.38,0
37,3414,9656,30.36,0
39,3414,9656,30.34,0
39,3414,9656,30.3,0
39,3414,9656,30.36,0
39,3414,9656,30.37,0
19,2439,7030,30.37,0
39,3414,9656,30.37,0
39,3414,9656,30.37,0
37,3414,9656,30.38,0
39,3414,9656,30.38,0
37,3414,9656,30.38,0
37,3414,9656,30.39,0
39,3414,9656,30.39,0
39,3414,9656,30.38,0
19,2439,7030,30.36,0
39,3414,9656,30.36,0
19,2439,7030,30.37,0
37,3414,9656,30.34,0
39,3414,9656,30.37,0
37,3414,9656,30.37,0
39,3414,9656,30.33,0
39,3414,9656,30.39,0
19,2439,7030,30.37,0
19,2439,7030,30.37,0
39,3414,9656,30.38,0
