NoAffS,VL,VC,Time,Result
27,3414,9656,30.4,0
23,3414,9656,33.93,0
22,2439,7030,30.38,0
27,3414,9656,30.42,0
27,3414,9656,30.36,0
27,3414,9656,30.42,0
27,3414,9656,30.4,0
27,3414,9656,30.41,0
27,3414,9656,30.43,0
27,3414,9656,30.39,0
22,2439,7030,30.35,0
27,3414,9656,30.41,0
27,3414,9656,30.38,0
27,3414,9656,30.39,0
27,3414,9656,30.41,0
27,3414,9656,30.37,0
27,3414,9656,30.39,0
23,3414,9656,33.6,0
25,2439,7030,30.36,0
22,2439,7030,30.36,0
23,3414,9656,34.26,0
25,2439,7030,30.35,0
27,3414,9656,30.4,0
25,2439,7030,30.37,0
22,2439,7030,30.39,0
22,2439,7030,30.37,0
27,3414,9656,30.39,0
27,3414,9656,30.4,0
22,2439,7030,30.36,0
23,3414,9656,33.16,0
