NoAffS,VL,VC,Time,Result
35,3414,9656,30.36,0
19,2439,7030,30.36,0
37,3414,9656,30.37,0
37,3414,9656,30.37,0
37,3414,9656,30.37,0
37,3414,9656,30.36,0
31,3414,9656,30.36,0
35,3414,9656,30.35,0
19,2439,7030,30.36,0
31,3414,9656,30.39,0
31,3414,9656,30.37,0
31,3414,9656,30.38,0
22,2439,7030,30.36,0
31,3414,9656,30.34,0
35,3414,9656,30.32,0
35,3414,9656,30.34,0
19,2439,7030,30.41,0
19,2439,7030,30.36,0
19,2439,7030,30.36,0
37,3414,9656,30.34,0
31,3414,9656,30.38,0
22,2439,7030,30.39,0
31,3414,9656,30.39,0
31,3414,9656,30.35,0
19,2439,7030,30.4,0
31,3414,9656,30.38,0
31,3414,9656,30.36,0
35,3414,9656,30.32,0
22,2439,7030,30.36,0
31,3414,9656,30.37,0
