NoAffS,VL,VC,Time,Result
43,3414,9656,30.37,0
43,3414,9656,30.38,0
43,3414,9656,30.36,0
14,3414,9656,30.37,0
22,2439,7030,30.4,0
14,3414,9656,30.34,0
14,3414,9656,30.38,0
14,3414,9656,30.38,0
23,3414,9656,30.33,0
14,3414,9656,30.36,0
43,3414,9656,30.35,0
14,3414,9656,30.39,0
43,3414,9656,30.38,0
22,2439,7030,30.43,0
22,2439,7030,30.41,0
43,3414,9656,30.38,0
23,3414,9656,30.32,0
23,3414,9656,30.36,0
43,3414,9656,30.38,0
14,3414,9656,30.34,0
43,3414,9656,30.36,0
43,3414,9656,30.34,0
14,3414,9656,30.35,0
14,3414,9656,30.39,0
14,3414,9656,30.36,0
14,3414,9656,30.35,0
14,3414,9656,30.32,0
43,3414,9656,30.34,0
14,3414,9656,30.37,0
43,3414,9656,30.28,0
