NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
133,174,14,5.95,0,,,7
214,182,20,8.32,0,,,11
,,,,,,,
358,191,24,899.92,0,,,14
133,174,14,5.56,0,,,7
358,191,24,901.16,0,,,14
150,181,18,6.22,0,,,9
133,174,14,5.51,0,,,7
214,187,24,7.3,0,,,11
214,182,20,8.44,0,,,11
214,182,20,7.92,0,,,11
133,174,14,5.67,0,,,7
358,191,24,900.11,0,,,14
358,191,24,899.92,0,,,14
440,190,24,899.97,0,,,15
,,,,,,,
167,180,16,9.07,0,,,9
133,174,14,5.78,0,,,7
133,174,14,5.52,0,,,7
412,191,24,899.92,0,,,15
132,174,14,6.65,0,,,7
133,174,14,6.03,0,,,7
358,191,24,899.74,0,,,14
133,174,14,6.93,0,,,7
358,191,24,899.67,0,,,14
294,190,24,899.91,0,,,12
383,190,24,899.68,0,,,14
358,191,24,899.84,0,,,14
437,190,24,874.19,0,,,17
378,191,24,900.3,0,,,14
