NoAffS,VL,VC,Time,Result
2,2162,7756,9.0,1
2,2162,7756,8.87,1
2,2162,7756,9.08,1
2,2162,7756,9.11,1
2,2162,7756,8.99,1
2,2162,7756,9.09,1
2,2162,7756,8.97,1
2,1370,5044,8.48,1
2,2162,7756,9.16,1
2,2162,7756,8.97,1
2,1370,5044,8.28,1
2,2162,7756,8.98,1
2,2162,7756,9.09,1
2,2162,7756,9.31,1
2,2162,7756,9.02,1
2,2162,7756,9.2,1
2,2162,7756,8.98,1
2,1370,5044,8.32,1
2,2162,7756,9.12,1
2,1370,5044,8.45,1
2,2162,7756,9.23,1
2,1370,5044,8.29,1
2,1370,5044,8.41,1
2,2162,7756,9.05,1
2,2162,7756,8.86,1
2,1370,5044,8.36,1
2,2162,7756,8.98,1
2,2162,7756,9.08,1
2,1370,5044,8.56,1
2,2162,7756,8.87,1
