NoAffS,VL,VC,Time,Result
7,2162,7756,30.42,0
7,2162,7756,30.35,0
,,,,
15,1370,5044,30.4,0
7,2162,7756,30.38,0
7,2162,7756,30.4,0
7,2162,7756,30.43,0
7,2162,7756,30.42,0
15,1370,5044,30.39,0
7,2162,7756,30.39,0
7,2162,7756,30.39,0
15,1370,5044,30.39,0
7,2162,7756,30.38,0
15,1370,5044,30.48,0
15,1370,5044,30.46,0
,,,,
15,1370,5044,30.48,0
15,1370,5044,30.5,0
,,,,
15,1370,5044,30.46,0
7,2162,7756,30.41,0
7,2162,7756,30.39,0
7,2162,7756,30.43,0
7,2162,7756,30.41,0
7,2162,7756,30.47,0
7,2162,7756,30.38,0
7,2162,7756,30.47,0
15,1370,5044,30.46,0
15,1370,5044,30.43,0
15,1370,5044,30.39,0
