NoAffS,VL,VC,Time,Result
2,2162,7756,7.5,1
2,2162,7756,7.55,1
2,2162,7756,7.51,1
2,2162,7756,7.15,1
2,2162,7756,7.44,1
2,2162,7756,7.44,1
2,2162,7756,7.4,1
2,1370,5044,6.94,1
2,2162,7756,7.65,1
2,2162,7756,7.52,1
2,2162,7756,7.58,1
2,1370,5044,6.87,1
2,2162,7756,7.23,1
2,2162,7756,7.4,1
2,2162,7756,7.51,1
2,2162,7756,7.33,1
2,1370,5044,7.04,1
2,2162,7756,7.73,1
2,2162,7756,7.55,1
2,2162,7756,7.54,1
2,1370,5044,6.82,1
2,1370,5044,6.81,1
2,1370,5044,6.98,1
2,2162,7756,7.36,1
2,2162,7756,7.41,1
2,2162,7756,7.75,1
2,2162,7756,7.72,1
2,2162,7756,7.54,1
2,2162,7756,7.45,1
2,1370,5044,6.95,1
