NoAffS,VL,VC,Time,Result
2,1370,5044,7.38,1
2,1370,5044,7.26,1
2,2162,7756,7.97,1
2,1370,5044,7.13,1
2,2162,7756,8.04,1
2,2162,7756,8.22,1
2,2162,7756,8.12,1
2,2162,7756,8.0,1
2,2162,7756,7.93,1
2,2162,7756,7.84,1
2,2162,7756,7.9,1
2,2162,7756,8.03,1
2,2162,7756,7.88,1
2,1370,5044,7.34,1
2,2162,7756,7.92,1
2,2162,7756,8.09,1
2,1370,5044,7.46,1
2,1370,5044,7.73,1
2,2162,7756,8.08,1
2,1370,5044,7.19,1
2,2162,7756,7.71,1
2,2162,7756,8.04,1
2,2162,7756,7.95,1
2,2162,7756,8.08,1
2,1370,5044,7.14,1
2,2162,7756,7.95,1
2,2162,7756,8.08,1
2,2162,7756,7.93,1
2,2162,7756,8.26,1
2,1370,5044,7.51,1
