NoAffS,VL,VC,Time,Result
2,1370,5044,7.06,1
2,2162,7756,7.66,1
2,2162,7756,7.4,1
2,1370,5044,7.2,1
2,1370,5044,7.15,1
2,1370,5044,7.13,1
2,1370,5044,7.07,1
2,2162,7756,7.48,1
2,1370,5044,7.12,1
2,2162,7756,7.52,1
2,1370,5044,7.04,1
2,1370,5044,7.0,1
2,1370,5044,6.91,1
2,2162,7756,7.6,1
2,2162,7756,7.88,1
2,2162,7756,7.74,1
2,2162,7756,7.69,1
2,2162,7756,7.76,1
2,1370,5044,6.89,1
2,2162,7756,7.58,1
2,1370,5044,6.63,1
2,2162,7756,7.46,1
2,1370,5044,7.07,1
2,2162,7756,7.64,1
2,2162,7756,7.71,1
2,2162,7756,7.85,1
2,1370,5044,7.02,1
2,2162,7756,7.61,1
2,2162,7756,7.54,1
2,2162,7756,7.43,1
