NoAffS,VL,VC,Time,Result
2,1370,5044,7.15,1
2,2162,7756,7.67,1
2,2162,7756,7.82,1
2,1370,5044,7.17,1
2,2162,7756,7.65,1
2,2162,7756,8.12,1
2,2162,7756,7.96,1
2,2162,7756,7.73,1
2,2162,7756,7.64,1
2,2162,7756,7.82,1
2,2162,7756,7.64,1
2,2162,7756,7.68,1
2,1370,5044,7.13,1
2,1370,5044,7.05,1
2,1370,5044,7.02,1
2,1370,5044,6.96,1
2,2162,7756,7.83,1
2,2162,7756,7.55,1
2,1370,5044,7.28,1
2,1370,5044,7.1,1
2,2162,7756,7.83,1
2,1370,5044,7.19,1
2,2162,7756,7.51,1
2,2162,7756,7.82,1
2,2162,7756,7.71,1
2,2162,7756,7.65,1
2,2162,7756,7.58,1
2,1370,5044,6.91,1
2,2162,7756,7.73,1
2,1370,5044,7.08,1
